state_fips,state,state_abbr,county,hardiness_zone
37,North Carolina,NC,Dare,8b
39,Ohio,OH,Medina,6a
42,Pennsylvania,PA,Armstrong,6b
34,New Jersey,NJ,Atlantic,7a
55,Wisconsin,WI,Manitowoc,5b
55,Wisconsin,WI,Door,5b
37,North Carolina,NC,Columbus,8b
39,Ohio,OH,Gallia,6b
48,Texas,TX,Taylor,8a
51,Virginia,VA,Colonial Heights,7b
39,Ohio,OH,Coshocton,6b
31,Nebraska,NE,Perkins,5b
48,Texas,TX,Hartley,7a
08,Colorado,CO,Grand,5a
48,Texas,TX,Jim Wells,9b
19,Iowa,IA,Winnebago,5a
06,California,CA,San Luis Obispo,9a
01,Alabama,AL,Henry,8b
39,Ohio,OH,Wyandot,6a
48,Texas,TX,Zapata,9b
13,Georgia,GA,Lee,8b
21,Kentucky,KY,Boyd,7a
27,Minnesota,MN,Carver,4b
31,Nebraska,NE,Colfax,5b
45,South Carolina,SC,Chesterfield,8a
47,Tennessee,TN,Lewis,7b
41,Oregon,OR,Washington,8b
51,Virginia,VA,Virginia Beach,8b
30,Montana,MT,Madison,5a
51,Virginia,VA,Lancaster,8a
29,Missouri,MO,Bates,6b
33,New Hampshire,NH,Belknap,5b
51,Virginia,VA,Richmond,7b
02,Alaska,AK,Skagway,
02,Alaska,AK,Hoonah-Angoon,
53,Washington,WA,Franklin,7a
19,Iowa,IA,Ida,5a
20,Kansas,KS,Sedgwick,7a
48,Texas,TX,Travis,9a
12,Florida,FL,Hillsborough,9b
34,New Jersey,NJ,Mercer,7a
31,Nebraska,NE,Butler,5b
42,Pennsylvania,PA,Westmoreland,6b
12,Florida,FL,Charlotte,10a
19,Iowa,IA,Cass,5b
39,Ohio,OH,Mercer,6a
60,,,Rose Island,
21,Kentucky,KY,Johnson,7a
44,Rhode Island,RI,Kent,6b
50,Vermont,VT,Windham,5b
50,Vermont,VT,Orleans,4b
20,Kansas,KS,Jackson,6b
22,Louisiana,LA,Franklin,8b
28,Mississippi,MS,Webster,8a
25,Massachusetts,MA,Franklin,5b
31,Nebraska,NE,Cherry,5b
30,Montana,MT,Beaverhead,5a
29,Missouri,MO,New Madrid,7b
05,Arkansas,AR,Hempstead,8b
29,Missouri,MO,Camden,6b
51,Virginia,VA,Mecklenburg,7b
21,Kentucky,KY,Webster,7a
40,Oklahoma,OK,Garfield,7a
53,Washington,WA,Skamania,7b
26,Michigan,MI,Lenawee,6a
13,Georgia,GA,Gilmer,8a
27,Minnesota,MN,Roseau,3b
28,Mississippi,MS,Madison,8b
48,Texas,TX,Howard,8a
54,West Virginia,WV,Wayne,7a
